,Statements,Label
495,Horta warun dirisle hdu il baxay oo dadka dhex galay,1
496,in lala hadlo ayuu mudan yahay ninkaas,1
497,Dirisle tageero buuxo ayaan kuu ahay,1
498,CK bahdilka ma fiicna ee ka waantoow,1
499,Dirisle nin adag waaye,1
500,King CK family good job,1
501,King ck allways,1
502,Allaha xaqiisa kasoo baxay,1
503,Waad gaari kartaa ee dadaal,1
504,CK balaayo yaanan lagu tilmaamin waa boqor,1
505,nasab baa tahay walee,1
506,Tageero buuxo dirisle,1
507,CK ninka u ceeb qari,1
508,Kin CK hor usoco walal,1
509,Libaax leerta jiifa,1
510,Legend guuleeyso lpx,1
511,Fartuun cabdi waba magac uqalma Ck keep going,1
512,Magaceyga ha iga ceyn,1
513,CK marwalba waa boqor,1
514,Dagaalka idiin dhexeeya ka heshiiya,1
515,War xisho nin wayn baa tahe ck wax isku fal,1
516,Wlhi ani waa ku wataa boqor CK,1
517,Nin wayn baa tahe isku xisho,1
518,Lipax laba maahn,1
519,Brotherkaygii Dadka dhintay sida sooraan iyo ajakis Allah ha u naxariistee kadaa muuqaalka aad kusoo dhex darayso adiguba ileen waad dhimanaysaaye,1
520,Waar adiga gabadha faraha ka qaad,1
521,Walee fartuun Abdi badhyo daandansi ma deyso oday Ck na daanjabis madaayo,1
522,Wey heshiin doonaan,1
523,Wll CK iska dhaaf qaraar ahayo,1
524,Inaa aderkeey hore usoco,1
525,Sooran Iyo ajakis maad iska daysid Waa dad dhintay,1
526,Best somaali YouTuber keep going our rockstar   U are de best when it comes to reactions and jafoow   Another level   Nio dirisle meesha xigmad maba Ku haayo ila hada wxn layaabanahay su Ku gadhi 800k,1
527,Wuu gaari doonaa 1ka malyan,1
528,Somali 1 million ma ahan,1
529,War khabiilkaaga sheego taas aya dad nimo kujirta doqon,1
530,Nowda nowda iga gadan ani,1
531,Wey imaan doontaa insha allah,1
532,Wey iga qosliyeen,1
533,Social media Somali way ku washeen. Caalimka wax isdagaalaayo maha. Somali na wax aan caruurta isku dagaalin ay isku xag xaganaayaan. Ceeb calaykum.,1
534,Adi samixa maxa ku daba dhigay,1
535,Wll ck jack wanadisa qado wey ka qalda men ha u qaban plzz,1
536,ck bro kaan ha igu siradinin magaceyga iga dhaaf fartuun ha dhihin shuubo abdi dheh kaan qadho afweyne,1
537,Adigu iska faanka iska daa xolayhw lablabada ah,1
538,Wr magaca iidhig,1
539,War Ninkan dirisle 4 channel ayu leeyahya 2 million ayuu wataa hadii la Isugu geeyo Maxa kaa qaldan bro ? Adaa ku naxsan 1 m,1
540,Dagaalka waan ka helaa runtii,1
541,Alla ka cabsada erayada aad is leedihiin waa la idiin qoraa,1
542,Nin yahow ninkaa manta kadib yuu kula hadlin haduu caqli yar ku jiro. Dhiiqadiisa dhan waad soo saartay,1
543,WAR NIO SIDAN MIYAAN LA IDIIN DHAAMIN ragow wxn iska daba sheekaynta dumarka ayaa lgu ogaa lkin dumarkaaba idin dhaama,1
544,Keep going king ck,1
545,Wr dumar ayaa muurma ee sheeko kale keena,1
546,Maxay tahay horta reason ad dumarka magacyadooda iskugu caysan???,1
547,Nio isma dhaantaan labadiina,1
548,Ck iskadaa niyahow ninkaas waa maskiin,1
549,Ninyahow dirisle kadhamow waad kuqafiiftaye yaahu,1
550,Hooy hooy wax maku sheega adiga iyo ninka is heysatan waxba igama galin lkn dadka dhintay ee mowdata ah ixtram ee kasaar hadii kale cuquba kugu dhaceso insh alaah,1
551,Plz plz ck wllke hadalka halkaas kuxir,1
552,Sxp waan kujeclahay keep going wll,1
553,Wasidaa king of king ck boqorkaa YouTube kaa somali legend whli,1
554,King dirisle,1
555,Waala kaarikeeya waxe haku xikmad guurin,1
556,Wad igaqoslisay wlhi,1
557,Ck libaax libaax dhalay,1
558,Hhhhhh ck legnd,1
559,War ck cyalkan iska da haku mashqulin,1
560,Nio labadiina maba kala dhamatiin miyaa,1
561,somali siyasadedu waxa laa dhahay waba qabyalad wana ruun war dadka siicadiya uu kala gar qada misa iska daya aflagadada awalba wax matara yal ayad ahayden qabyalad kuu washe imanku qabil niga rac bisinka,1
562,Raga somaliyeeed waxa ceeb nooogu filan kan oo kale inuu nagu jiro   Ck o kale,1
563,Saxiiboow You Are Brothers Iska Kaftama Lkin Ha Isku Fogaanina,1
564,Ck legend wakuwataa mi bro,1
565,Best you tube of somaaliya is CK,1
566,Ka ronoow lagend,1
567,Ck absolutely cadi ma tihid,1
568,king ck ishiisaba kugu dhici hada kusii wado garaacida,1
569,Ma Fayowyahay Ma Waalan Yahay Ma Caruuraa Ma Nin Weynaa Ma Jiniyaa Ii Sawiran,1
570,War ragii sidii lapo foodley ayay isku dapa dhigteen,1
571,adi ma fiyoobid,1
572,Noloshada adiga leh bro iska celi,1
573,Wll in wax lasku shegaa way ficantahy ee ka ronow ninkan wayo amusnantada bahdilad ugu filan,1
574,Iskadaa walaal adigu kafiicmow,1
575,"Ilaahaw zk hanagu soo jeedin waar ninka mustaqbalbuu dhisayaaye bas,kadhe bisinka",1
576,Ck keep going,1
577,Laba caruura lamoodaa waadad madhan gebigooduba,1
578,Ismuujiya tiiim ck,1
579,Ck family waxba lagama qaban karo,1
580,Wr waxa naaga wa furtuun sax walhi,1
581,Ck wa rijaal dirisle wa xasad,1
582,Markaad Ku mashqusho nin rag ha adi inaad guurkada kafirto ayaa Ku roon ck legend,1
583,Ninkaan ck la dhahayo waa nin masha allah ah,1
584,This is why I don't want to be in YouTube please stop it bro  not good both of you,1
585,Ala legend sanidaa ck,1
586,"Kkkk, ck bas ka dhe kolka, wax ula hadh waa ciyaal iska hadlee",1
587,"Ck legend wlhi,",1
588,Saan kada miskin in tan ka badan wa daabi ckin sikaya,1
589,Saan talo ma aha ee iska dhaafa,1
590,Waar ani waa kuwataa legenow,1
591,Wad is fanaysa pro waxba islama haysid,1
592,Ck kal iyo lab waku wata,1
593,Manooli walahi qosol iga damade,1
594,Heshiis waa la gaaray,1
595,Ck wlhi waa nin raggeed,1
596,Adna captoy ayad tahay asna dhuucil wyo lapadinopa isma dhantin bro abow wax kalena wan idinka sugi,1
597,Walal Allah ka cabsada San uma hadlidondin afkan u qalalidonaa,1
598,Cumar keep going pro,1
599,Will kanyar maiskadaftid,1
600,Hhhhh king ck legend,1
601,Ck ninkan Xabadkaaga quruxdiisa ayuu kahelay malaha wuuw kudamcay ck sifiican xabadkaan iiguqari idirisle yuuw igakaacunine ???,1
602,Waraa jooji xumaan wanaag madhasho ama isbalanaada ee boxing calami ah ninka latumo asaa haraaya,1
603,ASC WALALKEY KING CK IYO WALALKEY IDRISLE ABDI MAXAA INUGU DHACAY WAAN INAA TAGERA LAAKIN MAXAAD ISKU HEYSATAN WALALEHAYGA MUSLIM KA AHOW OO GAAD IN UJIRO QABRI .OO XASUSTA AKHARO ADUUN GOR LAGTAGAYO LAMAA OGO.WALAHAY MARKAN ARKOO INIGO IS HEYSTO WAAN NAXAA . WALALKEY KING CK IYO WALALKEY IDRISLE ABDI ISCAFIYA WAXTAS DHANTO MAJIRO AKHARO IYO ADUUN BAA,1
604,Ck nooloow,1
605,Mudane Masawirada aad isticmaalayso oo ah baabuurka jawaanada daadinaya waa layaab in aad rumaysatto Jawaanka qaadka ah waa 1000 Waligaa mawaxaad aragtay 1000 doolar oo jawaanno ah oo sharab africaan ah loo daadinayo,1
606,Some of us remember most of the happenings of the last millennium Somali Democratic Republic banned the trade and use of Maandooriyaha Qaadka in 1983 I was an interpreter then,1
607,Jaahilnimadi laga ilbax ud83d ude2e,1
608,Adigoo qaxioti ku ah Mareykanka ha dhaleeceynin Abayaasha hana qaadka siyaasada Somalia waa muwaadin dhidibada taagay nidaam siyaasi ah oo heer fiican gaaray ilaa ay damiino cuuryaamiyeen maahane Xaqiio jirto ayuu ka hadlay Madaxweyne HSHM,1
609,maalin wanaagsan Su aal Waa maxay farqiga dhaxeeya qaadka Awadeyga iyo Mero ga Mahadsanid,1
610,Alle haysku barakeeyo,1
611,Hanbalyo qudha xagayga,1
612,Hada isagaba duq eeg wiilkii macdantii dhalin yarnimada walagala baxay masha allah ud83d ude02,1
613,In lagaa helo ayaa ah fursad kaabta noloshaada iskaba daa in jacayl baaxad waynle laguu qaado e waxaase aad wacnaan lahayd in aadan qalbi xirnayn oo ay kugu soconayaan ereyada beer qaadka ah ee ka imanaya nafta kuu ooman Naf qaybsi,1
614,Haddi qaadka laga joojiyo somaali meel Kasta oo ay joogto waxay noqon lahayd ummad haybad leh oo laga danbeeyo Aabaha dhibta weeye bahalku,1
615,Xukuummaddu way dedaallaysaa wax wanaagsan oo badan oo saabsan ka hortagga Covid 19 ayay waddaa WELI SE WAXA LA TEBAYA GOORTA AAD QAADKA IYO XUDUUDKA ITOOBIYA EE FURAN TALLAABO KA QAADI DOONTAAN,1
616,Hafsa Bilan frtuunba xifdisane noosheeg dheh,1
617,Hubeysan Hassan sheikh magaca cusub waxaa bixiyey ganacsade qaadka madaxweynaha nin ayuu jeebka ugu jiraa marka Hassan jeebkujire please magaca xamzi hala keeeno waan kusugeynaa odowa,1
618,Ciidamada Booliska Puntland ayaa duleedka Garowe waxay Cawa ku gubeen14 jawan oo qaad ah Goobta lagu gubay qaadka waxaa gob joog ahaa Xeer ilaaliyaha Puntland Guddoomiyaha Maxkamada derajada kowad ee Nugaal Taliyaha Booliska Puntland iyo Sarakiil kale,1
619,Madaxweyne kuxigeenka Kenya William Ruto ayaa sheegay in diyaaradaha Qaadka ay kala hadli doonaan dowlad cusub ee Soomaaliya kadhalan doont inta uu Farmaajo joogo wax rajo ah kama qabno waxaana beeraleyda Qaadka ugu baaqayaa in ay waxkale beertaan ayuu yiri Farmaajo hajoogo,1
620,Waa ninkii lahaa qaadka faa idadisa waxaa ka samayn badan qatartiiisa Wlle Hassanow ku baranay Hassan Shalay iyo Hassan maanta,1
621,Mnshllh illahay ha idin xafido,1
622,Axmed Muse Cali halkasa nimcadu ku jirta raadso islaan ka weyn wll ud83d ude02 ud83d ude05,1
623,Isku wara abid ,1
624,Eng Axmed Ali haday farxiya daarood ama isaaq ahaan lahayd nCay baa social media looga saari lahaa ud83d ude01,1
625,Somaliland Waxa sidaas ah dareenka muqayiliinta ku dhaqan magaalada Hargaysa kuwaas oo soo buux dhaafiyey goobihii uu qaadku kusoo dagi jirey Badnaa Qaadka Somaliland laga cuno ayaa laga keenaa dalka Ethiopia waxaana si weyn sameeyey Dibadbaxyada kasocda dalkaas,1
626,Ha dhamaado takoorku,1
627,Waxaa la mid ah Aabbaha Soomaaliyeed ee isaga oo sigaarka iyo qaadka ba cunaya raba in ilmihiisu toosnaado oo waddaad noqdo quraankana xifdiyo,1
628,All Somali People HALA JOOJIYO QAADKA KA IMANAYA KENYA IYO ETHIOPIA SI LOOGA BADBAADO CORONAVIRUS KA Sign the Petition via,1
629,All Somali People HALA JOOJIYO QAADKA KA IMANAYA KENYA IYO ETHIOPIA SI LOOGA BADBAADO CORONAVIRUS KA Sign the Petition via,1
630,Siyaasadii mafrishyada qaadka oo hadafkeedu ahaa maruuryoodayay iyo ummad kicin lagtigeedu intaan lagu hadaaqin waxay baahneyd baaris iyo daraaseyn iyo su aal Waaqica dhulka ka jira dhagaheedii ma leeyahay Dhug la aan waa dhibaato wacyiga,1
631,Faiza Mudane Madaxweyne Qaadka Ethiopia halla joojiyo kan Kenyana yaan la fasaxin Dhibkeenna kale ayaa inaga badan,1
632,raxman Cabaadweeney ma intaasaa waxaa ordeysiin ayaa ah in Kenyanku qaadka idinku daldalo war si fiican marqaama koleey muuse wax kale looguma yeerinee,1
633,Alle ha isu barakeeeyo,1
634,Dowladda Soomaaliya waxaa kula talin lahaa in ay joojiso qaadka sababtoo ah marba haddii Covid 19 soo gaaray Kenya waxaa wanaagsan in lajoojiyo gebi ahaanba qaadka ama Jaadka waa fursad dahabi ah Bulshadana Caafimaadkooda ayaa ku jirto mar marsiyo masoconeeso,1
635,Gudiga Afka banaan ee Marfishyada Soomaaliyeed ayaa ugu baaqay Madaxweynaha inuu fasaxo diyaaradaha Qaadka,1
636,Rahma Mahamood what a shameful comment,1
637,Dowladda Soomaaliya ayaa Itoobiya ogolaatay in qaadka Jaadka dalka Ethoipia uu si sharci ah ku soo galo Soomaaliya iyadoo wali Kenya ay saarantahay xayiraaddii lagu soo rogay ee la xiriirtay ganacsiga qaadka Shirkadda National Airways oo fadhigeedu yahay dalka Itoobiya,1
638,Manzha allah barakooba,1
639,Ragii maanta waxay ku mashquulsanyihin badankood sida ay ku heli lahaayen mijinta qaadka ah,1
640,Dadku waa isku dhoonee ha dhamaado takoorku nXildhibaan Ummadeed Barkhad Jaamac Batuun,1
641,War Cusub Oo Kusoo Kordhay Heshiiskii Qaadka Ee U Dhaxeeya Kenya Iyo Soomaaliya,1
642,Saas kuwad ninba dhan badi hawlina Waa isla qabasho Meel muhiima aad umada ugu jirtaa lakiin Puntland haku ekaane meel walba halagaa arki umadu baraarujin qaadka way baahnayd waqti hore,1
643,Qaadka Ethiopia Iyo Qaadka Kenya Midkee fiican,1
644,Puntland oo gebi ahaanba mamnuucday Qaadka si looga hortago Coronavirus,1
645,dhiiri geliye cajiib ah baa tahay sxb muuqaalkana wuxuu muujinayaa dhallinyarada aqoonyahanka ah iyo dhamaan bulshadu sida ay kuu garab taagan yihiin adiga iyo qorshaha la dagaalanka qaadka Guulayso,1
646,Mubarek ma Arsenalba ud83d ude02,1
647,Labo eray ay isticmaashay dawladda somalia siduu sheegay wasiir Maareeye 1 Ololaha cibirta 2 Corona virus must go out Waxaa iiga soo baxay in Dawladada ee dhihi rabto dhawaan corona waa uu baxay ee adeeg kasta waa fasax sida Qaadka,1
648,Qaadka sunta ah ee aad cunaysid ee noloshaada iyo caafimaad kaagaba halista galinaya ku badalo qudaar tan caafimaad ka ah iyo khayraatka dabiiciga ah ee wadan keena kaso baxa,1
649,Saan qaadka hawlaha,1
650,Marka 1waad Waxaan Mahadcelin Madaxweyne Maxamed Abdullaahi Maxamed Farmaajo oo qaatay go aan wanaagsan oo ah in d Dalka laga joojiyo qaadka Kenya Marka 2aad waxaan mahadcelin Mr abukar Cawaalle qaadiid oo soo dhaweeye go aanka Madaxweyne Farmaajo Kaamil Abdulkadir Jama,1
651,qaran gallow Aan rar aqoon ku cusub nolosha wax qaadka,1
652,Qaadku Waa Ganacsi ku fadhiya 1 Billion Dollar Awood uma laha Xukuumada fadaraalka somalia in ay joojiso Qaadka Waxa Cuna Aqoonyahanka Dhakhtarka Askariga Siyaasiga Madaxda iyo shacabka caadiga ah,1
653,Hawsha manad so afjarin xildhiban ud83d ude09 nHambalyo reerka cusub Allah haysu barakeyo,1
654,Somaliland Shimbiraha Dad Qaadka Ah Oo Isku Faafiyay Deegaanada Bariga Somaliland Iyo Soomaalida Itoobiya Iyo Weeraro Cusub Oo Ay Gaysteen,1
655,Qaadka inta aad modey waa ka awood badan yahay Xukumada dhexe aya lagu xumaynaya sida wararku sheegayan aan fasixi doonin qaadka,1
656,Mashallah waxan ku farxay inaad dhallinyaro tihiin Haddii ilaahay idinka ilaaliyo qaadka iyo xagjirnimada wax idin joojinaya ma jiro Guleysta,1
657,Madasha warbaahinta SIMHA ayaa qabatay doodda ku saabsan Dammaanad qaadka helista macluumaadka iyo ixtiraamka xorriyadda hadalka Annaga oo matalayna Guddiyada Doorashada waxa aanu cadaynay in doorashadu furantahay warbaahinta dhamaan xogaha ay rabaana aanu la wadaagayno,1
658,Canugaan hooyadii manooli miyaa,1
659,Mohamud Tooxow abti xumaantu maxay tahay hadayba saygeeda si xalaal ah isu guursadeen nNo more discrimination,1
660,AHN Ahmed Jinis sheeko uu duubay 1981 oo la odhan jirey Hadal qaadka jaceylka hadmaa kuugu horeysay ayaan dhageystay sanadkii 1997 Gabeygan dhayalsi na pagekii dharaaro ee Muhaajid boobe ayaan ku arkay wakhti hore Waa maanso cajiib ah,1
661,Waa YAAB Xassan Shiikh Madaxweynaha Somalia Miya Muse Wadiirka Qaadka Ayandaro badanaa,1
662,Masha allah guurkiinu guur kheyr gurigiinu guri nagi reerkii isku barakooba allah ha idinka dhigo,1
663,Farhan Dirie barkhad wiilka xaaladiisa nooga waran ma dhahnaa lol,1
664,Haddii Hargeysa maamul goboleed tahay maxay soomaliya maamuli wayday Saaxiib horta jar isku qaadka intaasi leeg ilaa goorma dadka koonfur ku nool khaasatan Muqdisho ay iska daynayaan this whats called Dreaming day Waar xoogsade bal horta seexo,1
665,Hambalyo,1
666,Farriinta dublamaasiyadeed ee ah in madaxweynaha JFS uu soo dhaweeyo wasiirka BEERAHA KENYA waa iska caddahay qasdi kale kale malihine qaadka nagala hadal Aragtidayda na waa bahdilaad Kenya ayadaa baahan in ay timaado bay ahayd haddii kalena uu soo dhaweeyo dhiggiisa,1
667,Daboolo Afka iyo Sanka Gacan Qaadka Jooji Faraxalo Had iyo jeer Ka Foojignow isu imaatanka Laga Maarmi karo Mas uuliyad Wayn iska Saar in Uusan Dadka Ku faafin KahortagCudurkaKoroona,1
668,Mash allah hambalyo,1
669,caawimaada keliya ee bulshadu baahan tahay iminka waa joojinta qaadka iyo diyaarada muse aerline iyo in dadka dalka dhashay ee debeda ku maqan in laga wacyi geliyo in yana dalka ku soo laaban inta uu waxani socto intaasuun dowlada naga gaadhsiiya wlloyaal,1
670,In lagu fahmay xitaa ma fahmeysid miyaa Qaadwale Farmaajo meeqa uu kaa siin jiray qaadka Ethiopia uu ka keensanaayey,1
671,Somalia oo degtaa waxay baahan tahay dib heshiisiin qaran dhisidda dowlad loo dhan yahay nabadda oo la dammaanad qaado miro dhalka wadahadalka Waqooyi amp Koofur dastuurka dhameys tiran ballan qaadka la dagaallanka argagixisada shaqo abuur cadaalad baahda amp adeeg dowladeed,1
672,Baarlamanka Somalia ayaa ku dhawaaqay in gebi ahaanba la joojiyo qaadka dalka soo geleya maadaama dalalkii uu ka imanayey uu ka dillaacay COVID 19,1
673,Adeer waan ku wareeray sidaan raadinayay buuggaaga Hadimooyinka Qaadka ee meel saxan oo aan ka heli karo maad ii tilmaamtid xataa Gmail waan ku soo diree,1
674,Magaca wanaagsan ee quruxda badani waa asal madoorshe In aad Danqaran isku magcawdaan iyo in aad Qaadka Miirooga oo la wada ogyahay dhibta uu dadka ku hayo dalka kusoo fasaxdaan bal idinku is waafajiya hadii caqligiinu shaqaynayo Abaarta inta idinku aad keenteen dadka ka daaya,1
675,Walaahi waa xaqiqo jirta waan arakay dhalinyaro fara badan oo markay isbadalaan caafimad ahaan xarumaha cafimadka lageeyo la nasiyo ugu yaran 6bilood kadib markay cafimadan ku laabta cunista qaadka siday uwadaan marka danbe hadana la xidhxidho waa dhibaato somalida saamaysay,1
676,Caawa habeen barkii baan arkay dad badan haweenkii qaadka Muqdisho ku iibinayay oo yaacaya maba ogeyn waxey ahaayeen ruux ka mid ahaa baan weydiiyay sida ay wax jiraan Kulahaa doon qaad sidda ayaa caawa xeebta Muqdisho ku soo xiratay oo laga gaarsiinayaa aroortii waa diyaar,1
677,Ma adiga soo abaabulay joojinta Qaadka gudaha Itoobiya Shaqo fiican baad qabatay,1
678,Mohamed Updirisaq Ali alaa wayeey waay dumarki wacaan ee sidaa oo kale ahaa waay so dabar goaan ud83d ude05 ud83d ude05,1
679,Waar aqoonsiga somaliland Hawshooda mahan somalina inay manta dhex ka Ahadaan waa mid muhiima anigana qaadka cadawka kobad ayaan uhaysta culimana cadawba ilama aha Marka waan kala duwanahay ee tada hayso ana tayda haysana sasa Haboon,1
680,Qaadka joojintiiss Fursadii ugu fiicneyd waa hada oo uu xiran yahay ee haloo kaco inaan lasoo furin hala abaabulo mudaharaadyo lagu taageerayo xirnaanta qaadka lagaga soo horjeedo in dib loo furo hala sameeyo dood cilmiyeedyo lagaga hadlo qaadka sayid,1
681,Soomaaliya Qaadka ma laga joojiyey misa hadoow Xooli ku soo galaa via Dayniiile com Latest news from around the world,1
682,Good morning Jason we re sorry to hear you ve had such a negative experience with our customer services team and we d like to help you from here Please send us a DM with some more information as to what s happened,1
683,Masha Allah Allah ha idin barakeyo,1
684,Waxaan ka codsaneyaa dadka Ilaaheey dhiibey mas uuliyada mid ogaada maalin ayaa la idinkula xisaabtami doonaa hadii aad dayacdaan mas uuliyadaas is xisaabi Inta kaan lagu xisaabin faldan gebi ahaan hala joojiyo qaadka oo intaas khasaare noo geystey waad jedan intas nagu fil,1
685,Farmaajo Aad iyo aad baad ugu mahadsantahy ololaha ka hortaga qaadka aad wado Lknse waxan ku xasusinayaa inaad Afka hooyo wax ku qorto waayo dadka aad wax sheegayso waa somaali ma ahan ingiriis,1
686,Haday dibjiraan dugaag ma cunee,1
687,Saaxiib marka hore qaadka iska dhaaf kadibna shaqeyso kkkk,1
688,Qaadka waxa la yidhi waa la joojiyey waxaase jira qaadka ka soo laga soo qaado marsin oo dhaw gaashaamo degmooyinka ugu horeeya ee somaliland uu soo gaadhayaa malaha waxa gaadiid ciidan askardooduna waa afar keliya waana halka qaadka magaalooyinka lugu cunaayo uu ka soo galay,1
689,Wasiirka Maaliyada Somaliland Oo Sheegay In 6 dii Bilood Ee Ugu Horeeyey Sanadkan Qaadka Ay Ku Baxday 19 Milyan,1
690,Sirdoonka iyo dhagar qabka shirkadda Imaaraatka waa wax aan lagu sifeyn karin kafaala qaadka kooxda Iyada oo loo marayo waxay ku gaadhay guulo waaweyn habka ugu gaaban iyada oo la gaadhay qaybo badan oo dad ah oo ku faafay qaaradaha adduunka ugu waaweyn iyada oo ay ka yar,1
691,Mar uun aan maqlo war wacan oo Burco ka yimid 1191kii kaddib Mashallah Laakiin taayirada qiiqa ka baxaa waa sune ha gubina Batroor yar ku shuba oo guba qaadka Horta reer Burco taayirada miyaanay aqoon in kabo laga sameyn karo,1
692,Mudane waxaa la yiri lax meesha ay is dhigto ayaa lagu gowracaa maxaa maanta kugu dhacay in uu ku soo dhaweeyo waziirka qaadka war madaxweyne naga xishoo oo dadka baratakolka kuu qaabilsan ma saan ayaa daacad ka ah official state visit ma saanaa aney igaartay jaad ha saxiixin jog,1
693,Inuu yahay waa laga dareemayaa,1
694,Allow ka qabo Soomaali kuwa doonayo in Qaadka Sunta ee yimaado inuu sii socdo iyo kuwa ka daran ee Damiir lawaayasha ah ee magacyada badan oo doonayo in Qaadki dib loo furo,1
695,Raga qaadka cunoow caafimaadkiina ogaada wallee waa la idin yaabaa,1
696,gallow Waa aragti toosan inaan beeranno qaadka balse wadaadada kan Ethiopia ku qayila ayaa ina oranaya waa xaaraan Haah bariiska iyo sonkorta waan beerannaa inkastoo aaney nagu fillayn,1
697,Bal mar qura guys if ka hadal qaadka iyo lacagta kaga baxda caasimada muqdisho keliya intaas iyo malaayiinka inooga baxo si loo joojiyo Intaad dawlad isleedahay shaki ka geli umada baahan qaran awood leh mase ka hadashay kenyankii yimi airspace keena oo xiran Siyaasi la dhis,1
698,Qaad layaashii Kenya Oo Ku Faraxsan In Suuq Loo Helay Iib Geynta Qaadka Mira Waxaanay Soo Dhawaynayaan Socdaalka Madaxweynaha Somaliland Shirwac ayn 5,1
699,Alxamdulilah illah aya mahad sugnaatey mar hadii illaahey iga reebey cunida qaadka waxaan heley faaidooyin badan oo aan lasoo koobi karin oo ka mid ah 1 caafimaad oo aan ku kalsoonahay aya illah isiiyey 2 xoolaheyga ayaa illaahey ii barakeyey waxa ku sameeystey,1
700,Farmaajo Runtii Waa arin bogaadin iyo ammaanba mudan mahadsanid wasiir adiga iyo madaxdaaduba Adduunka kama dhacdo koror mushaar oo 100 ku dhow Laakiin hawl kama daale wali Waa hagadii hiigsigu Waa inuu noqdaa ciidan maandooriyaha sida qaadka ka caafimaad qaba mushaar ku filan hela,1
701,Halista ugu daran ee soomaaliya wajaheeyso xiligan ee faafin Cudurka coronovirus waa Jaadka Qaadka Allow ka badbaadi umada Cudurkan waa in la joojiyaa Qaadka,1
702,War ninkaani lacag baa udaran Sidii asdiguba aad ugu ololaynaysay doorasha kuwa qaadka doonayay sida Xasan Sheikh oo kale,1
703,Wiil dhalinyaro ah oo Soomaaliyeed oo Qaadka joojintiisa ka raystay ayaa Dowlada Soomaaliyeed ka codsaday Ineeysan Kenya uhiilin oo ay iyaga uhiiliyaan oo aysan Qaadka dib usoo celin Hadal Weyn Farmaajo,1
704,Tirada raga qaadka cuna ayaa waxay ka bdnthy tirada dumarka badeecada caba,1
705,Maxay noo dheheen Qaadka kenya yaa ka marqaan badan kan Ethiopia Farmaajo siduu rukuntay Haywadayga Ethiopia sow isaga waraaqaha wiiftada ah nagala daaley,1
706,Mubaarak waa nin madhiban ah nMadhibankuna waa niman gorgaarte hawiye ah oo dhalad ah nMarka takoor maba jiro qoyska cusub waxan leeyahay hanbalyo wada jira Osman Mahamed iyo Hamse Abdirahman ma been baa adeeryalow,1
707,DAAWO Shacabka Burco Oo Si kulul Uga Hadlay Gaadiidka Qaadka Oo Ay Rag Hubaysani Burco Soo Geliyeen,1
708,He d be threatening the army by saying something like Wallahi oo billahi oo tallahi hadaa jaadka la soo celin waayo ninwalba caruurkiisa ayaa wada Agoomo noqon doona Waa qasab in qaadka la soo celiyo looooool,1
709,Sifiican ataa looga dareemayaa waan soodhawaynaynaa joojinta qaadka anigu waxan jogaa gobolka sool,1
710,Qabiil ma yaqaano dookhu ud83d ude0a alle haa isku barakeeyo,1
711,Ayaad malaynaysa cida qaadaysa horyaalka cashuur bixiyaha iyo kuwa dhacaya Ra yigaaga ka dhiibo hadii aad wax ka ogtahay xugta dhaqaale ee dalka Anigu waxan malaynaya horyaalka shirkadaha qaadka kuwa dhacaya D shil iyo Telesom,1
712,Jimca wanaagsan ilaahay haysku barkeeyo,1
713,Been leg waa madaxeynihii ugu kobo qaadka badnaa ee soomara dalkeena abid abi afawork ayuu yahay basaas dalka ujoogo ciidan soomaaliyeedna ka gatay abii,1
714,War ileen ninkii la dhihi jiray mahad salaad waa nin noocee ah xagee la egtahay bal qaadka loo sameyey xiligaan markii la gaaro way is bedeli jireen Waa sheeko kale,1
715,Kaliya qaadka jooji uun maaha Way ku mahadsantahay dawladu go aanka taxadarka leh ee ay ka qaadatatay qaadka Go aankaas si uu hirgalo wuxuu baahnaa in la fiiriyo oo isku mida maskaxda loogu hayo dhaqaalaha aynu ka helno iyo khatarta COVID19,1
716,Farmaajo Hhhh Ingiriiska ma joogno cawaale dhaqan iyo diinna uma lihin Happy birthday la dirirka qaadka waan kugu taageerna ee ha noo hoos galin dhaqamo aaanan aqoonin,1
717,Masha Allah,1
718,midka koowaad U codeynta Heshiiska Damaanad Qaadka Maalgashiga Darafyada badan iyo in ay mariyaa akhrinta 3 aad ee wax ka badelka Sharciga Duulista Rayidka ee Hawada Kulamadii ugu dambeeyay baarlamaanka Soomaaliyeed ayaa waxa la xisaabtan lagula sameeyay,1
719,Caqabad hor leh oo soo wajahday Ganacsatada Kenya ee Qaadka dhoofintiisa loo fasaxay,1
720,Aniga waxay ilatahay hadii la joojiyo diyaradaha imanaya qaadka automatic ah waa joogsan qaadko thanks all bbc,1
721,Mansha Allah Ha dhamado takoorku,1
722,Allah habarakyo reerkas cusub,1
723,Waxaan umadaa somaliyed aan kadig too naano waxayaabaha lidka kuah caagimaadaka umada somaliyed waxaanaka kacod sanayaa dowlada fadaraarka in ey dhamaanba ey kamam nuucdo dalka qaadka oo dhan,1
724,Kulan gaar ah oo ay Maanta yeesheen Guddiga arimaha Bulshada ee Golaha Shacabka ayaa waxa ay go aan deg deg ah ka soo saareen Jaadka Qaadka Kenya ka yimaada iyadoo Dowladda ugu baaqay inay si ku meel gaar ah joojiso qaadka maadaama dalkaasi lagu arkay Cudurka Caronavirus,1
