author,date,Comment,like_count,reply_count,comment_length
@CaafiTiens,2024-04-04T19:43:26Z,Gangster yaal waa weyn walahi Somalia ka iro. Allah umada ka qabdo,0,0,66
@shugrixusen7196,2024-04-04T19:40:44Z,umad badanuw qaba lkn gabax alle aya kusaliday lkn wuw kubaxa,0,0,61
@alfaachanel4663,2024-04-04T19:38:13Z,Munaafaqoo mugdi kaasho😢,0,0,24
@AhmendyJully-tx5xe,2024-04-04T19:36:26Z,Waa zida Aad sheegtay Afkaaga caano laguqapay marxuumka Allaha unaxariisto  dhamaanteena aan kasinaano naxariisdarada dampiilayaasha,12,0,132
@abdirizakali3506,2024-04-04T19:34:43Z,"Ninkan taliyaha laleyahay hala bari kisas kale aya jiro, wlh dalkan cadi mahan ninki larabay ini amni suko hadi asaki wax hagar dameynayo wa arin halis ah!!",1,0,156
@HujaleDaBoss,2024-04-04T19:34:30Z,"Sheekada qamri ee la Isku mootiyay, waa qalad. Waayo. 

Hal 1  dhalo Marki aan Google ka raadiyay waa 40% oo qamri ah. 2 ama sadax qof, 19 saac ee la sakaraadi la haayeen 

Tan kale aan ka aqriyay waxa eh dadka qamri cabay waxee sameeyaan, ficil sammen ee ku dhaqaaqeen Marki ee roon yihiin.  Waxee noqonaayaan daciif, wee oonaayaan, waxa laga yaabaa Isla habeenka in ee runta Iska qirtaan.

Marka 30 dhalo ama ka'badan oo qamri ah wali 40% ah food macquul ah ma ahaan karto. Soomalina qamro ma cabto. Maxkamadana in ee doodaas baaraan aa ku habooneed.",0,0,552
@user-rr9lc5mg4x,2024-04-04T19:33:48Z,WAXAAN ASKAR MAAHIN,2,0,19
@user-rr9lc5mg4x,2024-04-04T19:33:47Z,WAXAAN ASKAR MAAHIN,0,0,19
@user-zs1ms3gc6j,2024-04-04T19:32:10Z,War muqaadirada wadanka halaga reewa wxs ayaa dhibatada nooga imaaday,1,0,69
@user-nl9tg1wf1b,2024-04-04T19:31:32Z,Brshaan salebaankaa arxandaranaa waa isku halbeel  gabdheygubaan ayaan layaabneyn,0,0,81
@raxiimaladan-wt3ho,2024-04-04T19:31:29Z,ale ku dil folxumo badane,0,0,25
@cabdiladiif1436,2024-04-04T19:31:29Z,"Dhagartaas raggaas way ku cadahay inay dilkaas ku midays naayen
Abuukaatayaashu hunguriba ka hadlinaya waxan odhanlaha arsaaq dhaanta alle ha idin siiyoh",1,0,153
@maimounhassan2890,2024-04-04T19:31:24Z,Side taliye saldhig degmo ilalo ugu noqden oo bolis dowladda u ilalin wayen tas ba qalad kale ah ha la saxo ciidamo beled laga saro oo ciidamo rajister leh ay ilaliyan taliyaha ciidamo beled lo diro tababar askar sharci sh laga dhigo tas ba sax ah,0,0,247
@AhmddShimbirale,2024-04-04T19:27:09Z,"Ninkii hoyadii xajka dhabarka ku geeyay
Si uu u,abaal gudo
Waxaa lagu yiri xaqeda ma Gudi Kartid ee waad dadashay
Micnahaygu waa 
Waa inoo farxad hadii maanta wadadii cadalada loo socdo waa hadii laga tago. eex&qabiil",1,0,217
@suweyschannel453,2024-04-04T19:23:27Z,Ala dhagar badana waxas ba hada taliye la leyahay 😢,1,0,51
@user-kh9fh8cs6q,2024-04-04T19:22:59Z,Yaa rabi allow cadaalad khayr qabta somalia usoo daji,4,0,53
@shugrixusen7196,2024-04-04T19:22:51Z,halyeyga naga baxay wanuw cadalad helo,0,0,38
@mohamedabdi5181,2024-04-04T19:19:04Z,Flimkaan aad iyo ban uga helan cadawga ha dabo jaro cadowga caro ilhay haku dhacdo,2,0,82
@AyuubMoha-jh8nc,2024-04-04T19:17:39Z,Ax walahi bal Arak hooyo wilkeda sida lodiley ayey maqashey Alle aya cadalada keney haladilo kuli goda,1,1,102
@hassanoscarlyrics4792,2024-04-05T00:07:01Z,Hooyadiis maba noola kape way ka hormarte 😢,0,0,43
@samarhasanmohamed2820,2024-04-04T19:09:00Z,wilkas sedey wadada ugo suturen ay udilen waxey ahed wax ad uful xun wlhi iyagana hala dilo nacalada 🥺,0,0,102
@NuuraCumar-zo8vd,2024-04-04T19:06:16Z,Afukatemah.  Wa ay. Umadakaxisho,0,0,32
@hamdixiischannel1482,2024-04-04T19:05:46Z,"Walee kaamirooyinka howl bey qabteen , magaaladaan waa bahalo galeen",1,0,68
@hodoadam7781,2024-04-04T19:05:12Z,Markii ciyaal loo dhiibo xil taliye ciidan qabiil ahaan loogy dhiibo wakaa dhibka uu qabiilku noo gaysto kaasaa ugu yarba😢,2,0,122
@NuuraCumar-zo8vd,2024-04-04T19:04:34Z,Shadhkadawlada. Ayukuhadaday.  Taliyahadilkagaystay.   Miskinbamiskalafuulole.  Ninkaan.  Alekamacabsanayo.  Mujirmka. Ayudifacaya,1,0,130
@xaaweeyxamuud9815,2024-04-04T19:02:46Z,Masha alah walaahi aad iyo aad ayaan ugu farxay cadaalada kor alla haka dhigo ciidamada horo usocda kor alla haniiga dhigo guul iyo goba nimo,15,0,141
@jdjsjdjdj2244,2024-04-04T19:01:23Z,Xadiiska daciif in uu yahay laga yaabaa,0,0,39
@mohamedabdullaahielmi4922,2024-04-04T18:59:56Z,Mahad mohamed salad tarikhda aya ku xusi doonto,2,0,47
@alcabaasforextrader7410,2024-04-04T18:59:38Z,Kaabax wuxuu ahaa sxb  maalin walba lacag ayuu sarafijiray,1,0,58
@Raz._Al,2024-04-04T18:58:37Z,Xaqa feero ka dilaacay waxaa laga yaabaa nimanka dilayaasha ah iney ka shalleynayan yarka ay sii daayeen ee arrintan dhan xog ogaalka u ahaa kana marag kacay hadeysan isaga ahayna dhacdadan kusoo dhamaan lahayd cadaalad la'aan in adkaan lahayd in la garto cida geysatay dhagartan raggan qorshe wayn ayay ka dagsadeen in marnaba laga shakin lana aqoonsan lkn allaa fashiliyey qorshahoodi,1,0,386
@NuuraCumar-zo8vd,2024-04-04T18:56:29Z,Odayga. Mooyaaneintakale.  Waamujrimaan.  Falkunawuukucadyahay,0,0,62
@jdjsjdjdj2244,2024-04-04T18:55:30Z,Qofka saldhiga markii lomagacaabo dadka sii aydhiida iyo wixii kasareeyo waa booqdaan dadka xiran qaabka Lola dhaqmo shaqsiga xilka lomagacabay in uu fican ahay Inkale kormeer Somalidu mataqaan bilbil yaa xabsi yada lokormera shaqsigu dad ayuu aba yuusikaraa oo mesha kuhaysan karaa qofkuu xiraayo waa in ay hayadaha lasocdaan ayaguna baaritan kadib siidaayaan,0,0,360
@DaadaCade-ze9ty,2024-04-04T18:54:45Z,Waad kumahadsantihiin,1,0,21
@idmanxaji4227,2024-04-04T18:54:31Z,Walalkey Abukar kabax Imaso noqonaayo Allha unaxariisto lkn Waxaa Alle ka rajeynaa dofaradan inee wax bdn ka Dabeen Aboowe Abukar allh kunaxariisto,17,1,147
@Cadar49,2024-04-06T15:07:46Z,Amin Yaarabi,0,0,12
@abdirizakali3506,2024-04-04T18:54:04Z,"Camirada wlh faida badan ayey ledahay, mel walba halaku xiro xata guryaha &luqyad halaku xiro",0,0,93
@CabdirsaqGurey,2024-04-04T18:51:43Z,Abuukata yaasha dil halu xumo ayaa wa lamid dimbila yaasha,1,0,58
@mariakarlsson356,2024-04-04T18:46:39Z,Masuuliyiintii hadii saas eey wax yelayaan yaala aaminaa,4,1,56
@rock_diamond9475,2024-04-05T06:07:10Z,Aduunka Wa ay Ka dhacda lkn muhiim wxa ah in dabiilayasha la qabto,0,0,66
@chef_ali_dh8744,2024-04-04T18:46:27Z,Hala wada toogto tuugada Liibaan asigana Dubai halaga soo qabto waa lees yaqaanaa reer Dubai,1,0,92
@sayidcumar6911,2024-04-04T18:42:54Z,"Nin cabsan miyaa wax qarsan kara, barcontorol aa lasoo maraa iyadoo nin jeebeysan la wato.",0,0,90
@Amirada_Sunduz,2024-04-04T18:42:51Z,Subxanallah Bal Eeg kuwii wx ilaalin lahaay ayaa wx laynaayo Yaaa Rabi Magantada,4,0,80
@khadrahassa321,2024-04-04T18:39:19Z,Cameroyinku waa arin wanagsan  oo lagu farxo bal xasid nimada firi wuxu udhartay inu dawlada iyo Shacab ka u adego hadan bal wuxu sameyay firi waa qiyanu wadan sharciga hala mariyo 😢,2,0,182
@CabdirsaqGurey,2024-04-04T18:39:05Z,Bis kuwaan wadaayeen gn bulakamey ah Mr dil togasho,1,0,51
@qaalihassa3057,2024-04-04T18:38:50Z,"😢😢😢😢😢😢😢😢😢😢
Subaxaanallaah Allow hanugu 
Saladin kuwaasoo kale 
Subaxaanallaah",4,0,77
@user-tp8fq9mb8e,2024-04-04T18:37:33Z,"Waxan Halkan ugatac Siyeynaya dhamaan rer Kabax sigaraa ilma axmad kaxaba oon laqeybsanayo xonunka geridaa ama dilka waxashnimada ah ee logestay abukar axmad kabax waxana leyahay Samar iyo imaan allah hanagasiiyo wiilkeniii ama walaken abukar axmad gabax.waxadna kusamirtaan wilkenii allah ayaa naga ofsaday kunasababa Dadqalatadaas kumatil mamikaro dadbilii adamehee lkins malintaa qiyaamo ayey wexey unoqondonan Dabado asu midba marraaco ..   إِنَّ للهِ ما أَخَذ، وَلَهُ ما أَعْـطـى، وَكُـلُّ شَيءٍ عِنْـدَهُ بِأَجَلٍ مُسَـمَّى.فَلْتَصْـبِر وَلْتَحْـتَسِب. أَعْظَـمَ اللهُ أَجْـرَك، وَأَحْسَـنَ عَـزاءَ ك، وَغَفَـرَ لِمَـيِّتِك

Inna lillaahi maa akhada wa lahu maa acdaa, wa kullu shay-in cindahu bi- ajalin musammaa faltasbir wal taxtasib.",0,0,743
@salmaanabdi9462,2024-04-04T18:32:58Z,"Good job dambi bariista Dalka

Cadaalada ha sariiso mar kasto
Waan helinaa Allah nasrikiisa🤲",9,0,92
@mukhtarhassan4964,2024-04-04T18:32:15Z,Waxan dhihi lahaa  camerayinka hala sii badiyo kuwii la xirayna dib chicken halogu sameeyo,1,0,90
@ManU-fan1,2024-04-04T18:27:48Z,Waxa cajiib ila noqotey waxaas oo khamri ah xagee kasoo galaan.,0,1,63
@abdirashiidabdi6729,2024-04-04T19:25:37Z,Xalane,1,0,6
@maimounhassan2890,2024-04-04T18:26:02Z,Boliska adunka entarbol oo dowladda somaliya lacag sano kasta bixiso sidan maqalney wagii dowladda somaliya duntey lacagtii iney mel ku qorten 30 sano so dalbaden la siiyey maxey idiin qabata bolis entarbol haddey idiin keni karin edesanaha dalka jogin oo debedda ku maqan wa iney so qabtan kenan,1,0,296
@CabdirsaqGurey,2024-04-04T18:25:23Z,Walalhi kamiroyin shaqao fcn hayaa,3,0,34
@barlinsabriye2029,2024-04-04T18:25:22Z,Kan abuukate miyuu yaahuu aqoon 0 uu katahay reer baadiyo isaga halagu daro,1,0,75
@NuuraCumar-zo8vd,2024-04-04T18:21:29Z,Xaaramiyiin.    Dhiigadadka.   Kumameen,0,0,39
@lafaHore,2024-04-04T18:20:42Z,ninkaan qoslaaye markaan eegay taatikada uu isticmaalay waxaa ku tuhmay inuu Dilaa dhiigya cab ahaa😢,4,1,100
@bella-xb1ug,2024-04-05T11:10:27Z,"Sxb ninkaan waa dilaa weyn waaguu ahaa taliyaha dagmada hodan ayuu 3 nin soo dilay cid maxkamadaysayna ma jirto 

Kadib hiliwaa ayaa loo soo wareejiyay... Waa tan uu hadana abuukar kaabax dilay allaha u naxariistee 


Lkn maanta kuma uunan fakane ilaahay ayaa kashifay alx🥰",0,0,273
@fadumoabdulle9819,2024-04-04T18:18:39Z,Allh unaxriiso,1,0,14
@mohamedmohamed-lb8jm,2024-04-04T18:17:46Z,Guul iyo gobanimo booliiska soomaaliyeed waad ku mahadsantihiin shaqadafiican  marxuumkana allaha u naxariisto,6,0,110
@ugaskabeesha4539,2024-04-04T18:13:04Z,Kan kuuwad hadlayo kulaha mudane guduumiye sax waye af duubka iyo dhaca aniga dilay kaso falatay kadib anaga dilnay dhahay yab whi,1,0,130
@maxamedjoofoow4610,2024-04-04T18:11:41Z,Taliye saldhig maxaa looga nin dhalin yaraa maa odayaasha aqoonta uleh loo dhiibo,0,0,81
@ugaskabeesha4539,2024-04-04T18:11:13Z,Kuwan whi looyar mahan wa doqomo ayaga ayaba shegayo wax walba cadeena,1,0,70
@alsal24sports87,2024-04-04T18:09:33Z,Cadaalada uu ubahaan yahay kaabax,0,0,33
@user-qb4zf8ut9d,2024-04-04T18:09:14Z,cadaaleda hanoolaato❤❤❤,0,0,23
@xasanaxmed770,2024-04-04T18:07:29Z,Qareenadu masoomano miyaa subxaana laaah,3,0,40
@user-wu1bc6jp8k,2024-04-04T18:05:40Z,"Tuug, indhaha mirig mirig kasii hadaad rabto, walee cadaaladu waykuhaysaa, mida kale qareenku been badanaa, amarka waxan dhan lagu sameynayo yaa bixiyey",0,0,152
@xigmadahena,2024-04-04T18:04:33Z,Nin ka sharkiga si fcn inu umaro oo waxba loga naxarisan aya ku baqi laha,0,0,73
@sahroabdi,2024-04-04T18:04:16Z,Wxaasoo klaa msuul dad looga dhigyaa cilmi iyo caqli majiro rbow ummadda ka qabo dadka noocan oo kle ah.,0,0,104
@user-ul6fn9ie6q,2024-04-04T18:03:18Z,Sii fiican oo aqoon sare leh yaa wax u baadheen. Dhiigu ma qarsoom  dani baadhasha good job  baa sameesin,2,0,105
@MohamedYT,2024-04-04T18:00:56Z,Alle ha u naxariisto dambe oo aan waxba ka dambeyn waa dhamaatay.  shaqo wanaagsan iyo dowlad nimo ayaa inoo bilaabantay,12,0,120
@user-mr5mx8sb8b,2024-04-04T18:00:27Z,Qabiilka dhibaatadaa buuleeyahey waayo qoslaaya saas ayuu dagma dhan oobaaxad weyn buu masuul ka ahaa,0,2,101
@lafaHore,2024-04-04T18:15:16Z,Qoslaaye ma HG baa??,0,0,20
@faadumozahra94,2024-04-04T18:19:46Z,Haaa,0,0,4
@Hoyadey,2024-04-04T17:54:16Z,Hormar ayaa Soo ifaya ilaahey dambiilayaasha ka kashifo,12,1,55
@bella-xb1ug,2024-04-05T11:01:28Z,"Aamiin yaa rabi

Walleey xamar waa waalatay",0,0,43
@user-lh2gm9qz6x,2024-04-04T17:53:53Z,Cadalada hawaarto,1,0,17
@bootstrap-es5wf,2024-04-04T17:51:49Z,cajiib tanu wax ay noo muunineysaa inaan horumar utaabsanay waayo wiilka yar allaha unaxariste lama ogaan lahayn waxyabaha lagusameyay waxaan kaloo oran lahaa odayga marka laga reebo halatoogto moryanta kale ee mashinkaas nabada ku ahaa,8,0,236
@LovelyMeerkat-gr2cp,2024-04-04T17:51:30Z,Waxaaso Dhan qoslaaye ayey dushiisa tahay waan dambilaha ugu weyn dowlada wax haka qabto,0,0,88
@waleedmohamed3311,2024-04-04T17:48:33Z,Danbi badhayasha waa dad shaqadoda garanaya .,1,0,45
@Kaligiisduul5,2024-04-04T17:43:21Z,qatar weyn,1,0,10
@bushra445,2024-04-04T17:40:56Z,Subxanallah illahow daliminta naga qabo yaa rabi yaa rahman 😢,9,0,61
@bintu_abuukar,2024-04-04T17:38:23Z,"Subxaanallh kuwaan looyarada isku shegaayo aakhiro ma lahan miyaa?
Wxd ogaataan inaad xaraam shaqeysaneeysaan.
Illaheyna isagoo uga digaaya wuxuu leeyhy
 ""ولا تكن للخائنين خصيمًا"" أي ولا تكن لمن خان مسلمًا أو معاهدًا في نفسه أو ماله خصيما تخاصم عنه، وتدفع عنه من طالبه بحقِّه الذي خانه فيه.",3,1,290
@yaaquubmayow7247,2024-04-04T21:16:04Z,Aqoontaa kuguyer,0,0,16
@Bint.somalia5,2024-04-04T17:37:43Z,Allah unaxriisto marxumka 😢,0,0,27
@sshirwacaadan7938,2024-04-04T17:37:04Z,KUN QOF SOMALI KU DHALATAY WAXAA KA FIICAN HAL WECEL YURUB KU DHASHAY.,0,2,70
@Cabdiraxman..Mudug.,2024-04-04T17:59:39Z,Dad fiican oo ilahay ka baqaya way jiraan lakiin Wakhti xaadirkaan faro ku tiris bay noqdeen dadkii wanaagsanaa,0,0,111
@nin-geed-saaran,2024-04-04T23:21:37Z,Yurub iyo mareykan waa kadhaco daqiiqad kasta waxaan wax ka xun,0,0,63
@user-wu1bc6jp8k,2024-04-04T17:32:41Z,"Tuug, indhaha mirig mirig kasii hadaad rabto, walee cadaaladu waykuhaysaa",2,0,73
@afgoyebalaadjanaay133,2024-04-04T17:29:47Z,Kan lawyer ah inay bil ramadaan tahay  lama socoyo .ilahayoow lacag aan aqaradayda ku iibsado ha isoo galinin. Xaq uu u jeedo ayuu iska indho tiraayaa.,3,0,151
@user-wu1bc6jp8k,2024-04-04T17:28:41Z,Alhamdulilaah hadiiba gacanta laidinku hayo...,7,0,46
@dahirsabriye1904,2024-04-04T17:26:52Z,shuute guleyso iyo police ka somalia ❤💪,72,0,39
@nuuriyoali2323,2024-04-04T17:26:31Z,Wr wxan halalayo nacalada,1,0,25
@jamalskp7280,2024-04-04T17:26:22Z,Walaahay xamar dowlad ma jirto waa argagaxiso kuligood,0,0,54
@fowziyacali606,2024-04-04T17:24:16Z,Dhibaatada dhanba waxay usameynayaan waa qamriga iyo maan dooriyaha,3,1,67
@rock_diamond9475,2024-04-05T08:02:17Z,Somalia xaladede meel adag bu gaaray beerka maandooriyaha macala dumarki Aya irbad isku duraya tubaako khamri GABAR saqura la kufsaday hooyo 70 jir Aya la kufsaday nin Aya xaaskisa dilay wiil yar Aya la kufsaday wxas oo dhan maandooriyaha nooc walba leh oo aad bulshadi ugu faafay Aya sabab U ah,0,0,295
@malaakyakub2559,2024-04-04T17:23:43Z,Ayaga oo idil waa in la laayaa,0,0,30
@HamdiWarsame-cv2xr,2024-04-04T17:20:48Z,Yaala Aamina 😢,5,0,14
@hadaafi,2024-04-04T17:20:11Z,fanproj production ❤,2,1,20
@hadaafi,2024-04-04T22:12:37Z,@@Elite_Duo_X Caranka Somaliland waye aboye,0,0,43
@MohamedHassan-nw4yo,2024-04-04T17:19:04Z,"Subxaan muqdisho Allaaa  u maqan , Dhibtu waxaan jirin Sirdoon dhisan",3,0,69
@user-qh7sv3io1i,2024-04-04T17:14:27Z,"FIQIGA WAXUU QABAA HADEEY KUTASHTEEN DILKA MARXUUMKA HALAWDA DILO DHAMAAN ,ALLAH AYAA MAHADDA ISKALEH EE KASHIFAY NIMANKAAN WAXAAN DHIHI LAHAA BIRTA HALASAARO DHAMAAN SABABTOO AH WAXBA MATARAYAAN ,TEEDA KALE HALASAARO KORMEER DHAMAAN SALDHIGYADA GOBOLKA BANAADIR IYO DHAMAAN CIIDANKA QALABKA SIDA SIXASILOONI LOOHELO,KUWA LAMIDKA AH ALAHA NAGA QABTO CABTOOY MARWALBA CABTOOY LAKIN HADDA SEE DAREEMEYSIIN HALADHAHO EEDEYSANAHA MAQAN HALAKEENO DALKA WAALA AWOODAA,UGU DAMBEYN MASUUL BUULA KAMEEY XAGEE KABAXDAY SALAAMA CADAALADDA HAWAARTO",3,0,536
@user-wu1bc6jp8k,2024-04-04T17:14:00Z,Sheekooy kunacay walee inaydaan baxsaneynin hadaa wax walba sameysaan,0,0,69
@Shugricumaraahmed7293,2024-04-04T17:09:58Z,Wlhi wax wadanku ka dagi laayahay waa raga wax dadka dilay ee dhacay ee qarxinaya waa rag😢,9,2,90
@khalidosman5708,2024-04-05T00:36:47Z,Dumar-land naga daaya foodada,0,0,29
@Shugricumaraahmed7293,2024-04-05T09:12:20Z,@@khalidosman5708 foodo maah wlhi waa run,0,0,41
@saladomar8670,2024-04-04T17:08:40Z,Qoslaye waaba dhinte okiyalka ika soo qada wasaq waaba cidamada cirka yaa masul ka dhiigey askulustaha dila wacalka,0,0,115
@abdirahmanadareahmed2101,2024-04-04T17:05:33Z,Dhamaan tood hala laayo ee hala gubo meyd kooda,0,0,47
@abobasement346,2024-04-04T17:04:12Z,waxaan waa moryan ku so koray xaran ilahaw kuwan sharkodah ku celih meshah $ 100 dolar lagugu dilayoh waa wax la lah yaboh xamar waxaa is kugu yimid moryan iyo mafiyo taliyoh cidam o logu talagay in u umadah u shaqeyoh bah dilayah,0,0,230
@Qoordheere.,2024-04-04T17:04:01Z,Cajaaib waaye gudaha dalka waxa kajiro!.,1,0,40
@Bile526,2024-04-04T17:03:32Z,Waxaas ayaa dagmo dhan taliye u ahaa lacanad kugu dhacday 5:24,0,0,62
@maxamedabkow9461,2024-04-04T17:02:36Z,Ninkan qoslaye ladhaho oo taliye lagu shegay wa bahalobay ee umada halagaqabto dambiyadiisa hal iyo labo mhn xadka aye dhafeen meqo dagmo aya lowarejiyay holwadag iyo hodan iyo hilwaa ninkan taĺiye mhn ee wa gangistar ee umada kaqabta,1,0,234
@alikaahiye4168,2024-04-04T16:57:13Z,"Waxaan u tacsiyaynayaa eheledii marxiunka iyo  ganacsigii oo ahaa qaybka mid ah  horka dalka, maxakadaduna waa in ay cadaalada kufuniso    Dambiilyaashaan,",3,0,155
@afgoyebalaadjanaay133,2024-04-04T16:56:19Z,Masha Alah somalia waa hor martay,5,0,33
@abdirahmanii,2024-04-04T16:55:47Z,reer muqdishow taliyaasha ka dhiga rag odayaal ah over 50 sida reer hargaysa,7,4,76
@mustafeabdi8483,2024-04-04T20:05:50Z,"Aaad, Waayeel dhe",0,0,17
@abdirahmanii,2024-04-04T21:44:31Z,haa walaal xitaa odowaa markii militaryga loo dhiibay khalad ahayd nin ku jira dad ii dhaliinyaranimo xad ma leh ilaa maraykan ciidamada dad waayo arag ag loo dhiiba@@mustafeabdi8483,0,0,182
@shirelove1928,2024-04-05T05:10:52Z,Dhalinta aya Dhama odayasha balse dhalin diin iyo madi leh ha lagu badalo fal dambi yeed nah wu dhaca balse qofku hamaro iqabta dhabta ah u mariyo muwadinka dhibana ha ah,0,0,170
@abdirahmanii,2024-04-05T12:13:33Z,Meel dhalinyaro ku galgalato koonfur jirto orod Daawo ciidamada maraykan China France iyo Russia quwadaha aduunka ee ciidamada laga bartay ninku waa inuu sodog yahay marku taliye noqonayo,0,0,187
@mohamedibrahimfarah4363,2024-04-04T16:54:11Z,Mahad waa la bedealay lkn sanbaloolshe waa inuu sii wadaa hawshan,2,0,65
@xilkasmohamed4984,2024-04-04T16:48:56Z,Ninkaan taliya lagu haya hala dilo qoslaaye waba musiiibo umada uso dhigtay xaranka,0,0,83
@ugaskawadanka2623,2024-04-04T16:47:37Z,Taliyaal cirka maraya ayaa saldhig yada jooga,0,0,45
@poom5180,2024-04-04T16:46:48Z,Naxariisdaranaa beerka balaayo idinkooysay ilaah ayaan idiin barinee,4,0,68
@muhanadisaac5264,2024-04-04T16:45:20Z,Shuutaaye ❤,10,0,11
@user-vl6kp6ck5x,2024-04-04T16:40:27Z,Cameroyinka amaanka halagu badiyo caasimada ❤ guul ciidanka qaranka.,156,5,68
@user-cc1ik5qk3o,2024-04-04T17:25:44Z,Absolutely 💯,5,0,12
@user-cj3sc5qb1c,2024-04-04T17:32:38Z,​,1,0,1
@nin-geed-saaran,2024-04-04T21:57:34Z,Sax✅,3,0,4
@user-de6lm4wn9c,2024-04-05T00:24:40Z,aad iyo aad,3,0,11
@abdishakurali3826,2024-04-06T15:59:57Z,Si lamid ah Camera 🎥 daha waxaa muhiim ah iftiinka ama nalalka in la badiyo dhamaan jidadka. Camera da hadaan iftiin jirin waxtar malahan.,0,0,138
@caaishoxuseen9415,2024-04-04T16:40:14Z,Runti waan kanaxay wiilkaan allh unaxariito Samir iyo iiman  allh idinksiiyi reer kabax asag janada allh uga baryenaa,19,0,117
@halimayusuf4899,2024-04-04T16:39:38Z,Comments maxaa ku bediyey Bydlaan burcad badeedka markasto wiilashii la soo qabto waxaa ay noqonayaan Budlaan.,0,0,110
@hatethatiloveyou7939,2024-04-04T16:39:04Z,Cadaalad aya jirto waa lagaso gudbay xiligii dadka inta la dilo la baxsan jiray,2,0,79
@FARAHTUTORIAL,2024-04-04T16:37:13Z,Waxaa jira saraakiil badan oo cabtooy ah,6,0,40
@yussufhhish9320,2024-04-04T16:35:54Z,Waa cajiib,5,0,10
@qanunimedia,2024-04-04T16:32:59Z,"Shuute ""40 beri ka xaga waaye micnaha"" 😅😅😅",13,2,42
@lbdelima6201,2024-04-04T17:11:13Z,"Asagaaba is fashilay kan maxkamada saaran , taariikhda lagu gaadey",3,0,66
@rowdawali9462,2024-04-10T06:52:51Z,wlhi wan wataa shute Allah hadhowro Akhirana janada hageeyo adunka wa Malmo koban 40 kaxaga😢,0,0,92
@ibrahimsantur3122,2024-04-04T16:29:04Z,Well done!!,9,0,11
@aliguleed6748,2024-04-04T16:27:49Z,Malaha huriwaa dadkii lagulayn jirey isagaa laayey inkaari kugu dhacdey,0,0,71
@aliguleed6748,2024-04-04T16:26:14Z,Tuugadii oo dhan cctv ayaa cadeeyey Nisa ayaa mudnaanta leh maashalah,63,6,69
@bushra445,2024-04-04T17:10:15Z,Hada mahad salaad walaga qaday mid nacas ah lo dhiibay somaliya ineysan sina u hor marin wala isku raacay,1,0,105
@mohamedamiinabdiaadan6821,2024-04-04T18:32:50Z,Mahad madax weyne galmudug uu rabaa asi qof mabadalin asaa qorsheeye​@@bushra445,0,0,80
@mukhtarhassan4964,2024-04-04T18:35:26Z,​@@bushra445 lagana qaadin asaga ayaa ka tagay siyasiyiinta somali ah dhib ka ay qabaan ayaa hunguri Wayne xil la qabto meshan waa kala kicisay ee meel kale aad ayey dhib ku qabaaan,2,0,181
@abdikadirhaji6852,2024-04-05T00:07:22Z,Baaritaanka waa poliska Dambi Baaeayasha C.I.D Sirdoon Shaqo Kuma Lahaa Maxkamadna Ma Hor Imaan karaan Sirdoonka Nisa shaqadaan Waa Boliska Dambi Baarista ee C.I .D,1,0,164
@Shujaac_gaming,2024-04-05T02:56:29Z,Sey ku duubte lkn camerda,0,0,25
@drkhaire1787,2024-04-04T16:26:09Z,Anoo ah nin saleban ah oo cadado joga hada .waxaan wax la aqbali karo ma ahan ninkaan qoslaya ah iyo teamkiisa dhamaan hala toogto bari subax...xagee ka keenay dhaqan kaan xun oo qaarajinta ah,6,1,192
@bushra445,2024-04-04T17:15:53Z,Saleeban miyaa ninka wiilka dilay,0,0,33
@abdiazizselad,2024-04-04T16:25:40Z,Alla dhagar badanaa Balaayo ku aragtay Ninkaas waa Gacan ku dhiigle weyn dad badanaa buu qabaa Si Fiican Xogtiisa halo baaro,40,1,124
@user-sn5yz7vg8v,2024-04-09T03:24:16Z,"Waa kueii xaaraanta laguso koriyay bulawayo ku aragtay deg deg umada allaha udhaafiyo Aaaaaamiin 
Kuwa udhaly nasiib xumaa",0,0,122
@aliguleed6748,2024-04-04T16:25:03Z,Walee somalia maxkamadehedii waa soo hagaageen waxkasta waalacadeeyey  mana jirto qabiil hebel waayee yaan lamaxkamadeyn,9,1,120
@al-dacwatulislam370,2024-04-05T13:36:10Z,Xaqiiq,0,0,6
@mohamedabdirizak,2024-04-04T16:24:42Z,Cajiib xamar kasocdaa waa  horor 😢,1,0,34
@kiikiimani,2024-04-04T16:24:15Z,Alle weyne baa fashiliyay dhagardoda alx dowlada wey ku mahadsan thy,10,0,68
@CabdicadowMaxamuud-oe3sj,2024-04-04T16:23:53Z,Ninki wax kasta ka ogaay maanteey hey sataa haduu masuul yahay iyo hadii uu shacab yahayba tii ilaaheeyna waa u dheertahay ...,0,0,126
@cabdallacagey2632,2024-04-04T16:21:44Z,Waxaan arkaa rajo fiican ilahay hanoo siyaadiyo,0,0,47
@sharmaakea.4184,2024-04-04T16:21:40Z,"Dalka iyo dadka haddii aan lagaqaban mooryaanta shaati askari gashan, dhibaato weyn waaye. Shabaab kuwaan ayaa kadaran. 
Dadki cadaalada hor keenay waa ku mahadsanyihiin.
Talaabooyinka nuucaan ah waa horumar keena kalsoonida shacabka.",2,0,234
@fa1765,2024-04-04T16:21:05Z,"Masha Allah shaqa fican cidanka police  iyo kuwa Nisa . Cameriyonka hala badiyo, balwadana u sabab ah waxaano danbi ah  Hala joojiyo",16,0,132
